Ngram,Count
selfesteem lies,1
selfesteem is in,1
selfesteem is,1
amaze really amazethat,1
amaze really,1
amattttt gilaaaaaaaaaaaaaya tuhan,1
amattttt gilaaaaaaaaaaaaaya,1
amat lah ama,1
amat lah,1
ama gagak,1
ama edm anjayy,1
ama edm,1
ama bacot orang,1
ama bacot,1
am wrong if,1
am wrong,1
am very proud,1
semangat weird genius,1
semangat weird,1
semua cinta,1
semua aturan seeing,1
semua aturan melihat,1
semua amit jangan,1
semua amit,1
sempat mendunia lagu,1
sempat mendunia,1
semoga tembus juta,1
semoga tembus,1
semoga karya seni,1
semoga karya,1
semoga bisa juta,1
semoga bisa,1
semangattt kakak,1
amazed cuz theres,1
amazed cuz,1
sendiri bro gih,1
sendiri bro,1
semuanya nol denying,1
semuanya nol,1
semua yang saya,1
semua transitioner telat,1
semua transitioner,1
semua terjadi karena,1
semua terjadi,1
semua nol menyangkal,1
semua nol,1
semua komen yang,1
semua komen biar,1
semua kebenaran semuanya,1
semua kebenaran everything,1
semua cinta adalah,1
seng karo,1
seng akur lurr,1
seng akur,1
seneng banget musik,1
seneng banget krn,1
seneng banget gw,1
sendiri ya maap,1
sendiri ya,1
sendiri soal musik,1
sendiri soal,1
sendiri salut lah,1
sendiri salut,1
sendiri liatnya the,1
sendiri liatnya,1
sendiri dan giliran,1
sendiri dan,1
sentences became realty,1
sentences became,1
sense that indonesian,1
sense that,1
seni tari dari,1
seni tari,1
seni kalian semakin,1
seni kalian,1
seni indonesia,1
seng podo like,1
seng podo,1
seng ngoroso awak,1
seng ngoroso,1
seng merinding pass,1
seng merinding,1
seng karo dugeman,1
september inget,1
sept anyone,1
sepi yang nonton,1
sepi yang,1
seperti yang aku,1
seperti yang,1
seperti rich brian,1
seperti rich,1
seperti ini turned,1
seperti ini membuat,1
sepenggalan saja yang,1
sepenggalan saja,1
sepecahhh ini cintabudayaindonesia,1
sepecahhh ini,1
seorang putri cerita,1
seorang putri,1
seriusan pas sara,1
seriusan pas,1
seriously this song,1
seriously this,1
seriously amaze really,1
seriously amaze,1
sering putar,1
sering nonton kekyi,1
sering nonton,1
sepwrti ini layak,1
sepwrti ini,1
september ya ampun,1
september ya,1
september sumpah lagunya,1
september sumpah,1
september inget covid,1
setanumahku nang,1
setan juga,1
setan jelas liriknya,1
setan jelas,1
setahun saja ya,1
setahun saja,1
sesuatu yang membuat,1
sesuatu yang kami,1
seseorang yang berambisi,1
seseorang yang,1
seseorang bisa dinilai,1
seseorang bisa,1
seseorang atau diri,1
seseorang atau,1
seseorang ada pada,1
seseorang ada di,1
setia mendengarkan,1
setia dengar musik,1
setia dengar,1
setelahnya komentar ini,1
setelahnya komentar,1
setelah tau ini,1
setelah tau,1
setelah reaction bang,1
setelah reaction,1
setelah liat dance,1
setelah liat,1
setel sampe akhir,1
setel sampe,1
setau gue lirik,1
setau gue,1
setanumahku nang sanding,1
she is,1
she did the,1
she did,1
she body good,1
she body,1
sg podo like,1
sg podo,1
sg mrinding pass,1
sg mrinding,1
setuju like di,1
setuju like,1
setiap masuk ke,1
setiap masuk,1
setiap kali dengar,1
setiap kali,1
setia mendengarkan lagu,1
should afraid,1
shock on the,1
shock on,1
shock like this,1
shock like,1
shiver while listening,1
shiver while,1
shes singing into,1
shes singing,1
shes like enchantress,1
shes like,1
she take the,1
she take,1
she kept indonesian,1
she kept,1
she is good,1
am the only,1
am the,1
am super proud,1
am super,1
am obsessed with,1
am obsessed,1
am not russian,1
am not,1
am masterpiece wg,1
am masterpiece,1
am malaysian people,1
am malaysian,1
am from into,1
should find it,1
should find,1
should afraid of,1
si kekey,1
shudder even though,1
shudder even,1
show how toxic,1
show how,1
should win best,1
should win,1
should proud be,1
should proud,1
should know this,1
should know tapi,1
should go into,1
should go,1
am very,1
am trully proud,1
am trully,1
siapa yang kira,1
siapa tau kalian,1
siapa tau,1
siapa saja nih,1
siapa saja,1
siapa kgn vibes,1
siapa kgn,1
siapa keren bangettt,1
siapa keren,1
siap saji pas,1
siap saji,1
sia dah days,1
sia dah,1
si top banget,1
si top,1
si kekey bokan,1
sih ini keren,1
sih indonesia bisa,1
sih indonesia,1
sih harusnya lebih,1
sih harusnya,1
sih gajelas dengerin,1
sih gajelas,1
sih bilang karena,1
sih bilang,1
side that emerges,1
side that,1
side of the,1
side of,1
sickkkk as javanese,1
sickkkk as,1
siapa yang ngulang,1
sih yang dislike,1
sih yang,1
sih tahun sudah,1
sih tahun,1
sih setiap kali,1
sih setiap,1
sih ni lagu,1
sih ni,1
sih lagunya apalagi,1
sih lagunya,1
sih keren banget,1
sih keren,1
sih kalau indonesia,1
sih kalau,1
sih ini woy,1
sih ini lagu,1
single and,1
singing into javanese,1
singing into,1
sinden pengen party,1
sinden pengen,1
sinden mas pengen,1
sinden aku pengen,1
sinden aku,1
silence for all,1
silence for,1
sik jenenge luar,1
sik jenenge,1
siipi ying kisini,1
siipi ying,1
sihhhmungkin iri yhhh,1
sihhhmungkin iri,1
sister like,1
sini sini cerita,1
sini sini,1
sini lagi setelah,1
sini lagi,1
sini kita trending,1
sini kita,1
sini gua jadi,1
sini gua,1
sini cerita sama,1
sini cerita,1
sini bln september,1
sini bln,1
single watched some,1
single watched,1
single and every,1
sndiri kok,1
smpe jt viewers,1
smpe jt,1
smpe habis masak,1
smpe habis,1
smbil jlan kmna,1
smbil jlan,1
smangattt buattt kryaa,1
smangattt buattt,1
smahpore pakai lagu,1
smahpore pakai,1
sma sudah main,1
sma sudah,1
slow part touch,1
slow part,1
sister like this,1
so fckin epic,1
so fckin,1
so famous back,1
so famous,1
so eargasm for,1
so eargasm,1
so dang bro,1
so dang,1
so bad,1
so awesome had,1
so awesome,1
so amazing brother,1
so amazing,1
sngaat luar biasa,1
sngaat luar,1
sndiri kok masih,1
so much like,1
so much great,1
so many chaos,1
so many,1
so how many,1
so how,1
so grateful to,1
so grateful,1
so good that,1
so genius for,1
so genius,1
so genious,1
so fucking niceeeeee,1
so fucking,1
so fckn great,1
so fckn,1
so thank,1
so talented good,1
so talented,1
so shock on,1
so shock like,1
so search it,1
so search,1
so really want,1
so really,1
so proudddd even,1
so proudddd,1
so proud while,1
so proud,1
so muchhh,1
so much udah,1
so much proud,1
some connection,1
solo leveling,1
soko lathi pasti,1
soko lathi,1
soko kesalahan ajineng,1
soekarno tersenyum melihat,1
soekarno tersenyum,1
social distancing yang,1
social distancing,1
soal reaction bangchan,1
soal reaction,1
soal musik indo,1
soal musik,1
so underrated even,1
so underrated,1
so thank you,1
always giving me,1
always giving,1
always bringing the,1
always bringing,1
always beenkak react,1
always beenkak,1
alur cerita kehidupan,1
alur cerita,1
also the mv,1
also the actor,1
also proud to,1
also proud,1
someone after,1
some video and,1
some video,1
some connection with,1
song after,1
song about feel,1
song about,1
sometimes it also,1
sometimes it,1
something we founght,1
someone who controls,1
someone who,1
someone tell me,1
someone tell,1
someone made when,1
someone made,1
someone after getting,1
am from,1
always in ma,1
always in,1
song came from,1
song came,1
song but wow,1
song but,1
song both at,1
song both,1
song beautiful especially,1
song beautiful,1
song and video,1
song and man,1
song and indonesian,1
song and her,1
song and cant,1
song and also,1
song and all,1
song after long,1
song everrrrrrrr,1
song editwahhthanks for,1
song editwahhthanks,1
song dude,1
song deserves more,1
song deserves,1
song contest theres,1
song contest,1
song compete in,1
song compete,1
song combining edm,1
song combining,1
song combined with,1
song combined,1
song cant stop,1
song cant,1
song hope,1
song goo views,1
song goo,1
song get to,1
song get,1
song from westerners,1
song from tiktok,1
song from my,1
song from chans,1
song from an,1
song for any,1
song for,1
song fifa world,1
song fifa,1
song exist tiktok,1
song exist,1
song is the,1
song is so,1
song is really,1
song is nice,1
song is my,1
song is killed,1
song is it,1
song is great,1
song is drop,1
song is done,1
song is completely,1
song is coming,1
song is awesome,1
song im gamer,1
song im,1
song hope all,1
song much love,1
song much,1
song makes me,1
song makes,1
song made me,1
song made by,1
song lyrics was,1
song lyrics,1
song love this,1
song love,1
song jawa lagu,1
song jawa,1
song ive fallen,1
song ive,1
song it was,1
song it,1
song such,1
song still gives,1
song still,1
song song that,1
song song,1
song so muchhh,1
song should win,1
song should,1
song selalu merinding,1
song selalu,1
song sama,1
song really like,1
song really,1
song on chans,1
song need to,1
song need,1
songreally good,1
songlets go outlets,1
songlets go,1
song was from,1
song was,1
song unpopular opinion,1
song unpopular,1
song this is,1
song this,1
song the music,1
song the best,1
song that is,1
song that,1
song ternyata wow,1
song ternyata,1
song such as,1
sorotan orang luar,1
sorotan orang,1
sopo sg mrinding,1
sopo sg,1
sooo well,1
sooo damnnn muchh,1
sooo damnnn,1
sooner thanking bang,1
sooner thanking,1
soo deep lov,1
soo deep,1
songs production was,1
songs production,1
songs but do,1
songs but,1
songreally good songlets,1
squad villainthe,1
squad vibes,1
spt membawa kita,1
spt membawa,1
spotify oh damn,1
spotify oh,1
sperti ini dri,1
sperti ini,1
speechless wow,1
speech maybe this,1
speech maybe,1
south korea,1
soul to resist,1
soul to,1
sorry if my,1
sorry if,1
already love,1
almost millons babylets,1
almost millons,1
allah to be,1
allah to,1
allah keren banget,1
allah keren,1
all waiting for,1
all waiting,1
stage is if,1
stage is,1
srsly this song,1
srsly this,1
squad we have,1
squad we,1
squad villainthe light,1
stay yang,1
stay thank you,1
stay thank,1
stay por ampliar,1
stay por,1
station emang pecah,1
station emang,1
standarisasi kebagusan mereka,1
standarisasi kebagusan,1
stage turun dari,1
stage turun,1
also describes the,1
also describes,1
also dancing edm,1
also dancing,1
already love this,1
stop heard this,1
stop heard,1
still young and,1
still young,1
still played in,1
still played,1
still kekeyi is,1
still kekeyi,1
still here,1
still gives me,1
still gives,1
still gimme goosebumps,1
still gimme,1
stephanie putri niki,1
stephanie putri,1
stay yang liat,1
styles fit,1
stumbled upon this,1
stumbled upon,1
student when she,1
student when,1
student from bangladesh,1
student from,1
stray kids that,1
stray kids,1
story versi,1
story nya cukup,1
story nya,1
story guess its,1
story guess,1
stop listening lathi,1
stop listening everyday,1
such an awesome,1
such an,1
succes you and,1
succes you,1
suatu hari saya,1
suatu hari dimana,1
suatu alasan sejak,1
suatu alasan down,1
suarane edit yo,1
suarane edit,1
suara tembanggamelanapalah itu,1
suara tembanggamelanapalah,1
suara nya,1
suara kek gitu,1
suara kek,1
styles fit sooo,1
sudah mengerti kau,1
sudah mengerti,1
sudah main cetik,1
sudah main,1
sudah jt saja,1
sudah jt,1
sudah go internasional,1
sudah go,1
sudah dan di,1
sudah dan,1
such dope wish,1
such dope,1
such beautiful songreally,1
such beautiful,1
such as this,1
such as,1
suka bangett,1
suka banget sama,1
suka bagus kek,1
suka bagus,1
suicide squad we,1
suicide squad villainthe,1
suicide squad vibes,1
suggest this to,1
suggest this,1
suggest that javaness,1
suggest that,1
sudah tahun saja,1
sudah tahun dari,1
sudah tahun berlalu,1
sudah menyebar di,1
sudah menyebar,1
sukahadeuhhh pokoknya good,1
sukahadeuhhh pokoknya,1
suka pake banget,1
suka pake,1
suka musik kek,1
suka musik,1
suka lirik nya,1
suka lirik,1
suka ke empat,1
suka ke,1
suka dengerin,1
suka dari dulumusiknya,1
suka dari,1
suka bolak balik,1
suka bolak,1
suka bangett perpaduan,1
sumpah lagu,1
sumpah ini lagu,1
sumpah ini,1
sumpah di didengerin,1
sumpah di,1
sumpah demi allah,1
sumpah demi,1
sumpah berkualitas dong,1
sumpah berkualitas,1
sumatra dll,1
sulawesi sumatra dll,1
sulawesi sumatra,1
sukses megapai cita,1
sukses megapai,1
sukakenapa gak suka,1
sukakenapa gak,1
sundanese im,1
sundanese congratulations weird,1
sundanese congratulations,1
sumpahhh yang dislike,1
sumpahhh yang,1
sumpahh keren banget,1
sumpahh keren,1
sumpah yaaw bangga,1
sumpah yaaw,1
sumpah sih ini,1
sumpah sih,1
sumpah ni harus,1
sumpah ni,1
sumpah lagunya keren,1
sumpah lagunya,1
sumpah lagu terbagus,1
all over,1
all null karena,1
all nul deying,1
all nul,1
all imagine if,1
symbolizes courage,1
symbol of courage,1
symbol of,1
support this song,1
support this,1
super proud to,1
super proud,1
super gg bangga,1
super gg,1
sundanya ges,1
sundanese im hoping,1
tahun berlalu sekarang,1
tahun berlalu awal,1
tahu lagu keren,1
tahu lagu,1
tahu kalo ini,1
tahu kalo,1
tahu bahwa ini,1
tahu bahwa,1
tahap pertama it,1
ta di sangka,1
ta di,1
symbolizes courage that,1
all people who,1
all people of,1
all people behind,1
all over my,1
tahun masa,1
tahun lepas sia,1
tahun lepas,1
tahun lalu java,1
tahun lagu ini,1
tahun lagu,1
tahun jt view,1
tahun jt,1
tahun ini harus,1
tahun ini,1
tahun inget banget,1
tahun inget,1
tahun good luck,1
tahun good,1
tahun dari jaman,1
tahun dari,1
tak berasa umur,1
tak berasa,1
tak akan ku,1
tak akan,1
tahun yang lalu,1
tahun yang,1
tahun tidak kerasa,1
tahun tidak,1
tahun tapi tetep,1
tahun tapi tampil,1
tahun tahun lalu,1
tahun tahun,1
tahun sudah dan,1
tahun sudah,1
tahun saja ternyata,1
tahun masa corona,1
talented good,1
talent laga kolosal,1
talent laga,1
take the thunder,1
take the,1
take role,1
take her thanks,1
take her,1
take all of,1
take all,1
tak pernah menginginkan,1
tak pernah,1
tak kerasa sudah,1
tak kerasa,1
tak berperasaan but,1
tak berperasaan,1
tanpa battaass,1
tangan berkali ngeliat,1
tangan berkali,1
tanah air,1
tan ama edm,1
tan ama,1
tampil lagi di,1
tampil lagi,1
tambahan tombol like,1
tambahan tombol,1
tambah tahun,1
tambah musikny mewah,1
tambah musikny,1
talents from various,1
talents from,1
talented good jobs,1
tapi tampil,1
tapi seng karo,1
tapi seng,1
tapi satu hal,1
tapi satu,1
tapi kalo ini,1
tapi kalo,1
tapi ini mah,1
tapi ini,1
tapi enak didenger,1
tapi enak,1
tanya ini lagu,1
tanya ini,1
tanpa plagiat konsep,1
tanpa plagiat,1
tanpa battaass edm,1
tau ini,1
tau bahwa persatuan,1
tau bahwa,1
tau arti nya,1
tau arti,1
tari jawa temenku,1
tari jawa,1
tari dari indonesia,1
tari dari,1
tari dan atraksi,1
tari dan,1
tapi yo karo,1
tapi yo,1
tapi tetep bagus,1
tapi tetep,1
tapi tampil lagi,1
tell me,1
telat membuat dengan,1
telat membuat,1
telah mengubah semuanya,1
telah mengubah,1
telah berubah semuanya,1
telah berubah it,1
tauku sepenggalan saja,1
tauku sepenggalan,1
tau video ini,1
tau video,1
tau versi full,1
tau versi,1
tau kalian mau,1
tau kalian,1
tau ini lagu,1
temen yang puterin,1
temen yang,1
tembuskan jt like,1
tembuskan jt,1
tembusin juta likes,1
tembusin juta,1
tembusin jt view,1
tembusin jt,1
tembus juta tayang,1
tembus juta,1
tembus jt viewers,1
tembanggamelanapalah itu disebutnya,1
tembanggamelanapalah itu,1
teman saya dari,1
teman saya,1
tell me why,1
terasa tahun,1
terasa sudah tahun,1
terasa sudah,1
tepuk tangan berkali,1
tepuk tangan,1
tentang seseorang yang,1
tentang seseorang,1
tengah like,1
tenan aku dadi,1
tenan aku,1
tenaga dan harapan,1
tenaga dan,1
tena video me,1
tena video,1
temenku ada yang,1
temenku ada,1
tercengang ngeliat,1
terbesar untuk indonesia,1
terbesar untuk,1
terbanyak di indonesia,1
terbanyak di dunia,1
terbanyak demi mengpresiasi,1
terbanyak demi,1
terbaik terbanyak demi,1
terbaik terbanyak,1
terbaik di duniabiar,1
terbaik di,1
terbagus kedua di,1
terbagus kedua,1
terasa udah thun,1
terasa udah,1
terasa tahun berlalu,1
all for the,1
all for,1
all crews who,1
all crews,1
alias tidak asal,1
alias tidak,1
alias anakukaget selera,1
alias anakukaget,1
alffy rev,1
album musik dengan,1
album musik,1
terhadap seorang putri,1
terhadap seorang,1
tergeser jaman dan,1
tergeser jaman,1
tercengang ngeliat ini,1
terkesan maksa pokonya,1
terkesan maksa,1
terjadi karena alasan,1
teringat wkt covid,1
teringat wkt,1
teringat kisah rorojonggrang,1
teringat kisah,1
terimakasih atas ciptaan,1
terimakasih atas,1
terhitung jumlahnya dan,1
terhitung jumlahnya and,1
terharu baru kali,1
terharu baru,1
all imagine,1
all guys goin,1
all guys,1
ternyata ada jawa,1
ternyata ada,1
terngiang sama ni,1
terngiang sama,1
terngiang di kepala,1
terngiang di,1
termasuk karya dari,1
termasuk karya,1
termasuk aku jugasemangat,1
termasuk aku,1
terlibat di dalam,1
terlibat di,1
terlibat dalam project,1
terlibat dalam lagu,1
terlahir sebagai orang,1
terlahir sebagai,1
terus di kasih,1
terus di,1
tersenyum melihat ini,1
tersenyum melihat,1
terobos ajalah anyink,1
terobos ajalah,1
ternyata wow saya,1
ternyata wow,1
ternyata waktu begitu,1
ternyata waktu,1
ternyata usah tahun,1
ternyata usah,1
ternyata it actually,1
ternyata it,1
ternyata bisa berjuang,1
ternyata bisa,1
tetep saja masih,1
tetep bikin karya,1
tetep bikin,1
tetep bagus banget,1
tetep bagus,1
teruslah berkaryagas,1
terus smpe jt,1
terus smpe,1
terus seni indonesia,1
terus seni,1
terus sama lirik,1
terus sama,1
terus memajukan musik,1
terus memajukan,1
terus karya anak,1
terus karya,1
thanking bang,1
thank you guys,1
thank you for,1
thank you channie,1
thank you chan,1
thank greetings from,1
thank greetings,1
than this,1
th hadir,1
th alias anakukaget,1
th alias,1
tf they so,1
tf they,1
tetep semangat untuk,1
tetep semangat,1
tetep saja merinding,1
that held,1
that emerges from,1
that emerges,1
thankyou so much,1
thankyou so,1
thanks weirdyou are,1
thanks weirdyou,1
thanks weird geniuskalian,1
thanks weird,1
thanks to reza,1
thanks to,1
thanks for the,1
thanks for,1
thanks bro for,1
thanks bro,1
thanking bang chan,1
that someone,1
that remains noble,1
that remains,1
that play it,1
that play,1
that name and,1
that name,1
that javaness lyrics,1
that javaness,1
that javanese words,1
that javanese,1
that is mix,1
that is,1
that indonesian is,1
that indonesian,1
that held in,1
thats why,1
thats dope the,1
thats dope,1
thats amazing music,1
thats amazing,1
that would be,1
that would,1
that traditional music,1
that traditional,1
that the person,1
that the,1
that symbolizes courage,1
that symbolizes,1
that song ternyata,1
that song,1
that someone made,1
alasan gua,1
alasan down from,1
alasan down,1
alan walker liriklirik,1
alan walker in,1
ala ahmanet aura,1
ala ahmanet,1
akur lurr,1
akukalian nonton sambil,1
the atmosphere the,1
the atmosphere,1
the another universe,1
the another,1
the actor inside,1
the actor,1
thats why like,1
the challenge,1
the best witch,1
the best song,1
the best sih,1
the best performance,1
the best masuk,1
the best ever,1
the beginning to,1
the beginning,1
the beautiful and,1
the beautiful,1
the avatar overalli,1
the avatar,1
alat musik tradisional,1
alat musik dan,1
alasan gua tidak,1
the darkest,1
the dancer the,1
the dancer,1
the dance is,1
the dance,1
the culture you,1
the culture mix,1
the contest this,1
the contest,1
the conjuring,1
the concept love,1
the concept,1
the chorus take,1
the chorus cant,1
the chat with,1
the challenge this,1
the javanese culture,1
the instrumentals the,1
the instrumentals,1
the indonesian culture,1
the indonesian,1
the goosebumps,1
the gifted graduation,1
the gifted,1
the geniusm of,1
the geniusm,1
the first heard,1
the feelings of,1
the feelings,1
the end nothing,1
the end,1
the darkest side,1
aku sampai tak,1
aku sampai,1
aku pengen nyindentapi,1
aku orang jawa,1
aku orang,1
aku masih terngiang,1
aku masih,1
aku like kali,1
aku like,1
aku lakuin wkwkwk,1
the lyrics the,1
the lyrics love,1
the lies or,1
the lies,1
the javanese part,1
the javanese enchantress,1
the next level,1
the next alan,1
the mv the,1
the mv so,1
the music styles,1
the music song,1
the music most,1
the music love,1
the melody is,1
the melody,1
the man look,1
the man,1
akukalian nonton,1
aku suka,1
aku selalu merinding,1
aku selalu,1
the purpose,1
the production is,1
the production,1
the person who,1
the person,1
the people involved,1
the people,1
the pains its,1
the pains,1
the pain just,1
the pain,1
the only unacceptable,1
the only thing,1
the only one,1
the official theme,1
the official,1
the sense that,1
the sense,1
the scene congrats,1
the scene,1
the same time,1
the same,1
the rules seeing,1
the rules ooh,1
the rules ohoh,1
the rules ohh,1
the rules merusak,1
the relationships sometimes,1
the relationships,1
the red and,1
the red,1
the purpose of,1
the timeeeeeeeeee,1
the tiktok editing,1
the tiktok,1
the thunder to,1
the thunder,1
the story guess,1
the story,1
the stage is,1
the stage,1
the songs production,1
the songs,1
the song the,1
the song such,1
the song still,1
the song so,1
the song and,1
the way of,1
the vocals those,1
the visuals everythings,1
the visuals,1
the universe should,1
the universe,1
the truth ooh,1
the truth ohoh,1
the truth ohh,1
the truth menyangkal,1
the truth everything,1
the top one,1
the top,1
the tongue ethics,1
the tongue,1
the timeeeeeeeeee wa,1
themselves but,1
theme song for,1
theme song,1
their own country,1
their own,1
their art comments,1
their art,1
the world of,1
the world,1
the witch is,1
the witch,1
the whole song,1
the whole,1
the way you,1
the way ya,1
the way she,1
they are truly,1
they are in,1
theres indonesian culture,1
theres indonesian,1
theres big chance,1
theres big,1
theres always beenkak,1
theres always,1
there is no,1
there have lot,1
there have,1
then move to,1
then move,1
then but yet,1
then but,1
themselves but cant,1
they will win,1
they will,1
they so underrated,1
they so,1
they should afraid,1
they should,1
they hurt themselves,1
they hurt,1
they dont feel,1
they dont,1
they deserve better,1
they deserve,1
they choose kuda,1
they choose,1
they can combine,1
they can,1
thinking about this,1
thinking about,1
think this song,1
think this,1
think it is,1
think it,1
things fire eater,1
things fire,1
thing they should,1
thing they,1
thing about this,1
thing about,1
thick javanese elements,1
thick javanese,1
theyre deserve world,1
theyre deserve,1
this from indonesian,1
this from,1
this before everyone,1
this before,1
this awesome song,1
this awesome,1
this at spotify,1
this at,1
this and like,1
this and it,1
this amazing art,1
this amazing,1
this am not,1
this am,1
thinking rn indonesian,1
thinking rn,1
aku kepingin,1
aku jugasemangat,1
aku jadi teringat,1
aku jadi,1
aku impikan perpaduan,1
aku impikan,1
aku dilahirkan sebagai,1
aku dilahirkan,1
aku dari masa,1
aku dari,1
aku dadi wong,1
aku dadi,1
aku berharap kawan,1
aku berharap,1
this gives me,1
this gives,1
this lot,1
this is world,1
this is so,1
this is one,1
this is now,1
this is next,1
this is indonesia,1
this is in,1
this is good,1
this is culture,1
this is as,1
this is amazing,1
this hope you,1
this hope,1
aku lakuin,1
aku kepingin nyinden,1
aktifitas di bumi,1
aktifitas di,1
akhlak woyyyyy,1
akhlak jir,1
akhirnyaa lagu yang,1
akhirnyaa lagu,1
akhirnya juta views,1
akhirnya juta,1
akhirnya cuma lathi,1
this me not,1
this me,1
this masterpiece exists,1
this masterpiece,1
this made indonesia,1
this made,1
this lot indonesian,1
this one salute,1
this on chans,1
this next level,1
this next,1
this music they,1
this music not,1
this music no,1
this music makes,1
this music deserve,1
this music as,1
aku bangga sama,1
aku bangga dengan,1
aku anak melayu,1
aku anak,1
akting dia di,1
akting dia,1
this song makes,1
this song it,1
this song im,1
this song get,1
this song editwahhthanks,1
this song deserves,1
this song compete,1
this song combining,1
this song cant,1
this song came,1
this song beautiful,1
this song after,1
this selfesteem lies,1
this selfesteem,1
this opinion the,1
this opinion,1
this wasnt in,1
this wasnt,1
this was western,1
this was dope,1
this video also,1
this video,1
this topic waiting,1
this topic,1
this to my,1
this to,1
this song was,1
this song should,1
this song selalu,1
this song sama,1
this song really,1
this song need,1
thought that the,1
thought that,1
though im sundanese,1
though im,1
those feelings when,1
those feelings,1
thor gila suka,1
thor gila,1
thn ini,1
this you should,1
this you have,1
this world,1
this which is,1
this which,1
this when performed,1
this when,1
tiap tahun,1
tiap mendengar kalimat,1
tiap mendengar,1
tiap di dengernyaaa,1
tiap di,1
ti kasalahan kuring,1
ti kasalahan,1
thunders do you,1
thunders do,1
thunder to she,1
thunder to,1
thun yang lalu,1
thun yang,1
thumbs up,1
thought this was,1
thought this,1
akhir tahun,1
akhir dan di,1
akhir dan,1
akhir bulan desember,1
akhir bulan,1
akan ku lepaskan,1
akan ku,1
akan berhasil,1
ak bali agm,1
ak bali,1
ajining riri anaono,1
ajining riri,1
ajining diri soko,1
tiba kangen,1
tiba fyp gak,1
tiba fyp,1
tidak bisa nntn,1
tidak berhenti sampai,1
tidak berhenti,1
tidak berenti dengerin,1
tidak berenti berenti,1
tidak banyak orang,1
tidak banyak,1
tidak ada lawan,1
tidak ada bosennya,1
tidak abisseriusan suka,1
tidak abisseriusan,1
tiba tiba kangen,1
tiba tiba fyp,1
tiba kangen lagu,1
akhirnya cuma,1
akhir tahun jt,1
tidak nyangka,1
tidak menghancurkan kehidupan,1
tidak menghancurkan,1
tidak memandang negara,1
tidak memandang,1
tidak kerasa ya,1
tidak kalah keren,1
tidak kalah,1
tidak jelas bisa,1
tidak jelas,1
tidak dapat melarikan,1
tidak dapat,1
tidak bosan masih,1
tidak bosan,1
tidak boming di,1
tidak boming,1
ajh ada,1
ajalah anyink download,1
ajalah anyink,1
ajalah anjgg,1
aih seneng banget,1
aih seneng,1
ahmanet aura hitam,1
ahmanet aura,1
ahhh kurang lama,1
ahhh kurang,1
ahh cannot stop,1
tidak tahu kalo,1
tidak tahu,1
tidak pake lama,1
tidak pake,1
tidak nyangka sekeren,1
tik tok wow,1
tik tok kids,1
tiga kata itu,1
tiga kata,1
tidak trending udah,1
tidak trending sekeren,1
tidak trending nih,1
tidak tranding padahal,1
tidak tranding,1
tidak terkesan maksa,1
tidak terkesan,1
tidak terasa tahun,1
tidak terasa sudah,1
ajineng diri ono,1
ajineng diri,1
ajh ada yang,1
tiktok editing thought,1
tiktok editing,1
tiktok dewi persik,1
tiktok dewi,1
tiktok dengan versi,1
tiktok dengan,1
tiktok cuman tauku,1
tiktok cuman,1
tiktok brought me,1
tiktok brought,1
tiktok are legends,1
tiktok are,1
tiktok and am,1
tiktok and,1
tiktod goyang mamah,1
tiktod goyang,1
time heard,1
time comeback here,1
time comeback,1
tim weird jenius,1
tim weird,1
tiktok was so,1
tiktok was,1
tiktok seharian,1
tiktok me find,1
tiktok me,1
tiktok itu bung,1
tiktok itu,1
tiktok its free,1
tiktok its,1
tiktok hippity hoppty,1
tiktok hippity,1
times you,1
timely and unique,1
timely and,1
timeeeeeeeeee wa even,1
timeeeeeeeeee wa,1
time thinking about,1
time thinking,1
time the song,1
time the,1
time listen to,1
time listen,1
time it so,1
time it,1
time hearing this,1
time hearing,1
time heard this,1
to get my,1
to get,1
to do things,1
to do,1
to dance to,1
to dance,1
to be performed,1
to appreciate their,1
to appreciate,1
to another level,1
to another,1
to an indonesian,1
to an,1
timur endi suarane,1
timur endi,1
times you have,1
to resist and,1
to resist,1
to my malaysian,1
to my,1
to million likessssss,1
to million,1
to java part,1
to java,1
to international the,1
to international soon,1
to hear and,1
to hear,1
to have heard,1
to have,1
to go internasional,1
to go further,1
to this am,1
to the end,1
to the culture,1
to take all,1
to take,1
to stop listening,1
to stop,1
to song this,1
to song,1
to she body,1
to she,1
to see this,1
to see it,1
to see and,1
to reza who,1
to reza,1
tok wow,1
tok kids btw,1
tok kids,1
todayy this song,1
todayy this,1
today saw video,1
today saw,1
to you your,1
to you,1
to wear this,1
to wear,1
to use this,1
to use,1
to top trending,1
to top,1
to this and,1
took it to,1
took it,1
too soon,1
too good lathi,1
too good,1
tono vocal de,1
tono vocal,1
tonguehis words,1
tongue speech maybe,1
tongue speech,1
tongue ethics in,1
tongue ethics,1
tombol like bagus,1
tombol like,1
tombol dowload,1
tok wow this,1
toxic relationship am,1
touch my heart,1
touch my,1
topic waiting for,1
topic waiting,1
top trending indonesia,1
top trending,1
top top,1
top one on,1
top one,1
top of my,1
top of,1
top maju terus,1
top maju,1
top banget semangat,1
top banget,1
tradisional or,1
tradisional lampung pas,1
tradisional lampung,1
tradisional dr sma,1
tradisional dr,1
tradisional aku berharap,1
tradisional aku,1
tradision majapahit indonesian,1
tradision majapahit,1
tpi di kemas,1
tpi di,1
toxic relationship wow,1
toxic relationship tpi,1
